time,c_air,c_soil,c_veg,co2_ppm,p00_type,p00_stage,p00_stress,p00_stress_age,p00_stress_env,p00_co2_ppm,p01_type,p01_stage,p01_stress,p01_stress_age,p01_stress_env,p01_co2_ppm,p02_type,p02_stage,p02_stress,p02_stress_age,p02_stress_env,p02_co2_ppm,p03_type,p03_stage,p03_stress,p03_stress_age,p03_stress_env,p03_co2_ppm,p04_type,p04_stage,p04_stress,p04_stress_age,p04_stress_env,p04_co2_ppm,p05_type,p05_stage,p05_stress,p05_stress_age,p05_stress_env,p05_co2_ppm,p10_type,p10_stage,p10_stress,p10_stress_age,p10_stress_env,p10_co2_ppm,p11_type,p11_stage,p11_stress,p11_stress_age,p11_stress_env,p11_co2_ppm,p12_type,p12_stage,p12_stress,p12_stress_age,p12_stress_env,p12_co2_ppm,p13_type,p13_stage,p13_stress,p13_stress_age,p13_stress_env,p13_co2_ppm,p14_type,p14_stage,p14_stress,p14_stress_age,p14_stress_env,p14_co2_ppm,p15_type,p15_stage,p15_stress,p15_stress_age,p15_stress_env,p15_co2_ppm,p20_type,p20_stage,p20_stress,p20_stress_age,p20_stress_env,p20_co2_ppm,p21_type,p21_stage,p21_stress,p21_stress_age,p21_stress_env,p21_co2_ppm,p22_type,p22_stage,p22_stress,p22_stress_age,p22_stress_env,p22_co2_ppm,p23_type,p23_stage,p23_stress,p23_stress_age,p23_stress_env,p23_co2_ppm,p24_type,p24_stage,p24_stress,p24_stress_age,p24_stress_env,p24_co2_ppm,p25_type,p25_stage,p25_stress,p25_stress_age,p25_stress_env,p25_co2_ppm,p30_type,p30_stage,p30_stress,p30_stress_age,p30_stress_env,p30_co2_ppm,p31_type,p31_stage,p31_stress,p31_stress_age,p31_stress_env,p31_co2_ppm,p32_type,p32_stage,p32_stress,p32_stress_age,p32_stress_env,p32_co2_ppm,p33_type,p33_stage,p33_stress,p33_stress_age,p33_stress_env,p33_co2_ppm,p34_type,p34_stage,p34_stress,p34_stress_age,p34_stress_env,p34_co2_ppm,p35_type,p35_stage,p35_stress,p35_stress_age,p35_stress_env,p35_co2_ppm,p40_type,p40_stage,p40_stress,p40_stress_age,p40_stress_env,p40_co2_ppm,p41_type,p41_stage,p41_stress,p41_stress_age,p41_stress_env,p41_co2_ppm,p42_type,p42_stage,p42_stress,p42_stress_age,p42_stress_env,p42_co2_ppm,p43_type,p43_stage,p43_stress,p43_stress_age,p43_stress_env,p43_co2_ppm,p44_type,p44_stage,p44_stress,p44_stress_age,p44_stress_env,p44_co2_ppm,p45_type,p45_stage,p45_stress,p45_stress_age,p45_stress_env,p45_co2_ppm,p50_type,p50_stage,p50_stress,p50_stress_age,p50_stress_env,p50_co2_ppm,p51_type,p51_stage,p51_stress,p51_stress_age,p51_stress_env,p51_co2_ppm,p52_type,p52_stage,p52_stress,p52_stress_age,p52_stress_env,p52_co2_ppm,p53_type,p53_stage,p53_stress,p53_stress_age,p53_stress_env,p53_co2_ppm,p54_type,p54_stage,p54_stress,p54_stress_age,p54_stress_env,p54_co2_ppm,p55_type,p55_stage,p55_stress,p55_stress_age,p55_stress_env,p55_co2_ppm,p00_c_absorbed,p01_c_absorbed,p02_c_absorbed,p03_c_absorbed,p04_c_absorbed,p05_c_absorbed,p10_c_absorbed,p11_c_absorbed,p12_c_absorbed,p13_c_absorbed,p14_c_absorbed,p15_c_absorbed,p20_c_absorbed,p21_c_absorbed,p22_c_absorbed,p23_c_absorbed,p24_c_absorbed,p25_c_absorbed,p30_c_absorbed,p31_c_absorbed,p32_c_absorbed,p33_c_absorbed,p34_c_absorbed,p35_c_absorbed,p40_c_absorbed,p41_c_absorbed,p42_c_absorbed,p43_c_absorbed,p44_c_absorbed,p45_c_absorbed,p50_c_absorbed,p51_c_absorbed,p52_c_absorbed,p53_c_absorbed,p54_c_absorbed,p55_c_absorbed
26,3570188633153598299.74,4008125446179977.04,75803241400221723.22,1587.74,C,3,0,0,0,1590.6193831625487,C,3,0,0,0,1590.5107798508493,C,3,0,0,0,1590.40217653915,C,3,0,0,0,1589.3161434221574,C,3,0,0,0,1589.0989367987584,C,3,0,0,0,1588.1215069934647,C,3,0,0,0,1590.2935732274507,C,3,0,0,0,1589.4247467338562,C,3,0,0,0,1591.5968129678424,C,3,0,0,0,1591.1623997210454,C,3,0,0,0,1590.1849699157515,C,3,0,0,0,1589.6419533572553,C,3,0,0,0,1588.773126863661,C,3,0,0,0,1587.9043003700665,C,3,0,0,0,1591.053796409346,C,3,0,0,0,1591.488209656143,C,3,0,0,0,1588.664523551961,C,3,0,0,0,1589.8591599806539,C,3,0,0,0,1587.7956970583666,C,3,0,0,0,1588.4473169285632,C,3,0,0,0,1588.230110305164,C,3,0,0,0,1591.3796063444433,C,3,0,0,0,1590.9451930976463,C,3,0,0,0,1589.2075401104578,C,3,0,0,0,1590.0763666040523,C,3,0,0,0,1588.0129036817657,C,3,0,0,0,1588.5559202402621,C,3,0,0,0,1589.9677632923529,C,3,0,0,0,1589.7505566689542,C,3,0,0,0,1590.7279864742484,C,3,0,0,0,1588.9903334870594,C,3,0,0,0,1591.2710030327446,C,3,0,0,0,1588.3387136168635,C,3,0,0,0,1589.5333500455556,C,3,0,0,0,1590.8365897859474,C,3,0,0,0,1588.8817301753602,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25,225402391277113.25
27,3560835204398477145.05,4623173124376728.48,84541622477146126.48,1583.58,C,3,0,0,0,1586.6864061608799,C,3,0,0,0,1586.5690932133568,C,3,0,0,0,1586.4517802658343,C,3,0,0,0,1585.2786507906046,C,3,0,0,0,1585.044024895559,C,3,0,0,0,1583.9882083678524,C,3,0,0,0,1586.3344673183112,C,3,0,0,0,1585.3959637381272,C,3,0,0,0,1587.7422226885867,C,3,0,0,0,1587.2729708984948,C,3,0,0,0,1586.2171543707882,C,3,0,0,0,1585.6305896331735,C,3,0,0,0,1584.6920860529897,C,3,0,0,0,1583.7535824728063,C,3,0,0,0,1587.1556579509718,C,3,0,0,0,1587.6249097410637,C,3,0,0,0,1584.5747731054669,C,3,0,0,0,1585.8652155282193,C,3,0,0,0,1583.636269525283,C,3,0,0,0,1584.3401472104213,C,3,0,0,0,1584.1055213153747,C,3,0,0,0,1587.5075967935402,C,3,0,0,0,1587.0383450034485,C,3,0,0,0,1585.1613378430816,C,3,0,0,0,1586.0998414232652,C,3,0,0,0,1583.8708954203296,C,3,0,0,0,1584.4574601579438,C,3,0,0,0,1585.9825284757421,C,3,0,0,0,1585.7479025806963,C,3,0,0,0,1586.8037191084031,C,3,0,0,0,1584.9267119480355,C,3,0,0,0,1587.3902838460178,C,3,0,0,0,1584.222834262898,C,3,0,0,0,1585.5132766856507,C,3,0,0,0,1586.921032055926,C,3,0,0,0,1584.809399000513,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54,242732807692344.54
28,3550768462564420425.55,5304531668673743.98,93927005766905830.48,1579.11,C,3,0,0,0,1582.4450790934088,C,3,0,0,0,1582.3186939852083,C,3,0,0,0,1582.1923088770081,C,3,0,0,0,1580.9284577950045,C,3,0,0,0,1580.6756875786039,C,3,0,0,0,1579.538221604801,C,3,0,0,0,1582.0659237688074,C,3,0,0,0,1581.0548429032049,C,3,0,0,0,1583.5825450672116,C,3,0,0,0,1583.0770046344105,C,3,0,0,0,1581.9395386606077,C,3,0,0,0,1581.3076131196053,C,3,0,0,0,1580.2965322540026,C,3,0,0,0,1579.2854513884,C,3,0,0,0,1582.9506195262097,C,3,0,0,0,1583.4561599590113,C,3,0,0,0,1580.1701471458023,C,3,0,0,0,1581.5603833360062,C,3,0,0,0,1579.1590662802,C,3,0,0,0,1579.9173769294016,C,3,0,0,0,1579.6646067130011,C,3,0,0,0,1583.3297748508112,C,3,0,0,0,1582.8242344180096,C,3,0,0,0,1580.8020726868037,C,3,0,0,0,1581.813153552407,C,3,0,0,0,1579.4118364966,C,3,0,0,0,1580.0437620376022,C,3,0,0,0,1581.6867684442066,C,3,0,0,0,1581.433998227806,C,3,0,0,0,1582.5714642016092,C,3,0,0,0,1580.5493024704035,C,3,0,0,0,1583.2033897426106,C,3,0,0,0,1579.7909918212015,C,3,0,0,0,1581.1812280114054,C,3,0,0,0,1582.697849309809,C,3,0,0,0,1580.4229173622034,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00,260705091382214.00
29,3539961013834059646.70,6056487674552518.23,103982498491387835.08,1574.30,C,3,0,0,0,1577.8832374339115,C,3,0,0,0,1577.7474147856533,C,3,0,0,0,1577.6115921373957,C,3,0,0,0,1576.2533656548164,C,3,0,0,0,1575.9817203583004,C,3,0,0,0,1574.7593165239798,C,3,0,0,0,1577.4757694891377,C,3,0,0,0,1576.3891883030744,C,3,0,0,0,1579.1056412682328,C,3,0,0,0,1578.562350675201,C,3,0,0,0,1577.33994684088,C,3,0,0,0,1576.6608335995902,C,3,0,0,0,1575.5742524135271,C,3,0,0,0,1574.487671227464,C,3,0,0,0,1578.426528026943,C,3,0,0,0,1578.9698186199748,C,3,0,0,0,1575.4384297652693,C,3,0,0,0,1576.9324788961062,C,3,0,0,0,1574.3518485792063,C,3,0,0,0,1575.1667844687533,C,3,0,0,0,1574.8951391722378,C,3,0,0,0,1578.8339959717164,C,3,0,0,0,1578.2907053786855,C,3,0,0,0,1576.117543006559,C,3,0,0,0,1577.204124192622,C,3,0,0,0,1574.6234938757214,C,3,0,0,0,1575.3026071170113,C,3,0,0,0,1577.0683015443635,C,3,0,0,0,1576.7966562478487,C,3,0,0,0,1578.0190600821693,C,3,0,0,0,1575.845897710043,C,3,0,0,0,1578.6981733234588,C,3,0,0,0,1575.0309618204958,C,3,0,0,0,1576.5250109513327,C,3,0,0,0,1578.1548827304273,C,3,0,0,0,1575.7100750617853,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35,279319242346722.35
30,3528385368847838537.38,6883423279682404.75,114731207872479057.88,1569.15,C,3,0,0,0,1572.9886728523154,C,3,0,0,0,1572.8430444300936,C,3,0,0,0,1572.6974160078717,C,3,0,0,0,1571.2411317856515,C,3,0,0,0,1570.9498749412073,C,3,0,0,0,1569.639219141209,C,3,0,0,0,1572.5517875856492,C,3,0,0,0,1571.3867602078733,C,3,0,0,0,1574.2993286523135,C,3,0,0,0,1573.7168149634258,C,3,0,0,0,1572.4061591634274,C,3,0,0,0,1571.6780170523173,C,3,0,0,0,1570.5129896745411,C,3,0,0,0,1569.3479622967652,C,3,0,0,0,1573.5711865412038,C,3,0,0,0,1574.1537002300922,C,3,0,0,0,1570.3673612523194,C,3,0,0,0,1571.9692738967613,C,3,0,0,0,1569.2023338745425,C,3,0,0,0,1570.0761044078747,C,3,0,0,0,1569.784847563431,C,3,0,0,0,1574.0080718078698,C,3,0,0,0,1573.4255581189814,C,3,0,0,0,1571.095503363429,C,3,0,0,0,1572.2605307412057,C,3,0,0,0,1569.493590718987,C,3,0,0,0,1570.2217328300974,C,3,0,0,0,1572.1149023189835,C,3,0,0,0,1571.8236454745395,C,3,0,0,0,1573.1343012745376,C,3,0,0,0,1570.8042465189853,C,3,0,0,0,1573.8624433856476,C,3,0,0,0,1569.9304759856532,C,3,0,0,0,1571.5323886300953,C,3,0,0,0,1573.2799296967596,C,3,0,0,0,1570.6586180967631,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30,298575260585867.30
31,3516013945570278501.49,7789813297654979.43,126196241132066519.08,1563.65,C,3,0,0,0,1567.7491345288138,C,3,0,0,0,1567.5933292441948,C,3,0,0,0,1567.4375239595756,C,3,0,0,0,1565.8794711133844,C,3,0,0,0,1565.5678605441462,C,3,0,0,0,1564.165612982574,C,3,0,0,0,1567.2817186749564,C,3,0,0,0,1566.0352763980038,C,3,0,0,0,1569.1513820903863,C,3,0,0,0,1568.5281609519097,C,3,0,0,0,1567.1259133903375,C,3,0,0,0,1566.346886967242,C,3,0,0,0,1565.100444690289,C,3,0,0,0,1563.8540024133363,C,3,0,0,0,1568.3723556672905,C,3,0,0,0,1568.995576805767,C,3,0,0,0,1564.94463940567,C,3,0,0,0,1566.6584975364797,C,3,0,0,0,1563.6981971287169,C,3,0,0,0,1564.6330288364318,C,3,0,0,0,1564.3214182671934,C,3,0,0,0,1568.8397715211477,C,3,0,0,0,1568.2165503826711,C,3,0,0,0,1565.7236658287652,C,3,0,0,0,1566.9701081057185,C,3,0,0,0,1564.009807697955,C,3,0,0,0,1564.7888341210507,C,3,0,0,0,1566.8143028210995,C,3,0,0,0,1566.502692251861,C,3,0,0,0,1567.9049398134334,C,3,0,0,0,1565.412055259527,C,3,0,0,0,1568.6839662365282,C,3,0,0,0,1564.4772235518124,C,3,0,0,0,1566.1910816826226,C,3,0,0,0,1568.0607450980524,C,3,0,0,0,1565.256249974908,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70,318473146099651.70
32,3502819072070256400.18,8780222437706375.35,138400705492037224.48,1557.78,C,3,0,0,0,1562.1523304285574,C,3,0,0,0,1561.9859743385819,C,3,0,0,0,1561.8196182486063,C,3,0,0,0,1560.1560573488503,C,3,0,0,0,1559.823345168899,C,3,0,0,0,1558.3261403591187,C,3,0,0,0,1561.6532621586305,C,3,0,0,0,1560.322413438826,C,3,0,0,0,1563.6495352383376,C,3,0,0,0,1562.9841108784356,C,3,0,0,0,1561.4869060686544,C,3,0,0,0,1560.655125618777,C,3,0,0,0,1559.3242768989721,C,3,0,0,0,1557.9934281791673,C,3,0,0,0,1562.81775478846,C,3,0,0,0,1563.4831791483623,C,3,0,0,0,1559.1579208089963,C,3,0,0,0,1560.9878377987284,C,3,0,0,0,1557.8270720891921,C,3,0,0,0,1558.8252086290454,C,3,0,0,0,1558.4924964490942,C,3,0,0,0,1563.316823058387,C,3,0,0,0,1562.6513986984844,C,3,0,0,0,1559.9897012588747,C,3,0,0,0,1561.3205499786793,C,3,0,0,0,1558.1597842691433,C,3,0,0,0,1558.991564719021,C,3,0,0,0,1561.1541938887037,C,3,0,0,0,1560.8214817087526,C,3,0,0,0,1562.3186865185326,C,3,0,0,0,1559.6569890789235,C,3,0,0,0,1563.1504669684111,C,3,0,0,0,1558.6588525390703,C,3,0,0,0,1560.4887695288016,C,3,0,0,0,1562.4850426085086,C,3,0,0,0,1559.490632988948,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15,339012898888075.15
33,3488772989217873937.94,9859302607847945.18,151367708174278116.88,1551.53,C,3,0,0,0,1556.185928538106,C,3,0,0,0,1556.008644845288,C,3,0,0,0,1555.8313611524702,C,3,0,0,0,1554.0585242242917,C,3,0,0,0,1553.703956838656,C,3,0,0,0,1552.1084036032955,C,3,0,0,0,1555.6540774596524,C,3,0,0,0,1554.2358079171097,C,3,0,0,0,1557.7814817734668,C,3,0,0,0,1557.0723470021956,C,3,0,0,0,1555.4767937668348,C,3,0,0,0,1554.5903753027455,C,3,0,0,0,1553.1721057602026,C,3,0,0,0,1551.7538362176595,C,3,0,0,0,1556.8950633093775,C,3,0,0,0,1557.604198080649,C,3,0,0,0,1552.9948220673848,C,3,0,0,0,1554.9449426883812,C,3,0,0,0,1551.5765525248416,C,3,0,0,0,1552.640254681749,C,3,0,0,0,1552.285687296113,C,3,0,0,0,1557.4269143878312,C,3,0,0,0,1556.7177796165595,C,3,0,0,0,1553.8812405314738,C,3,0,0,0,1555.299510074017,C,3,0,0,0,1551.9311199104777,C,3,0,0,0,1552.817538374567,C,3,0,0,0,1555.122226381199,C,3,0,0,0,1554.7676589955634,C,3,0,0,0,1556.363212230924,C,3,0,0,0,1553.526673145838,C,3,0,0,0,1557.2496306950131,C,3,0,0,0,1552.4629709889311,C,3,0,0,0,1554.4130916099273,C,3,0,0,0,1556.5404959237417,C,3,0,0,0,1553.3493894530204,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90,360194518951135.90
34,3473847853300420875.94,11031790298903004.78,165120356400676119.28,1544.90,C,3,0,0,0,1549.8375580647871,C,3,0,0,0,1549.6489671171148,C,3,0,0,0,1549.4603761694423,C,3,0,0,0,1547.5744666927187,C,3,0,0,0,1547.1972847973746,C,3,0,0,0,1545.4999662683233,C,3,0,0,0,1549.2717852217702,C,3,0,0,0,1547.7630576403913,C,3,0,0,0,1551.5348765938377,C,3,0,0,0,1550.7805128031487,C,3,0,0,0,1549.0831942740977,C,3,0,0,0,1548.1402395357359,C,3,0,0,0,1546.6315119543574,C,3,0,0,0,1545.1227843729785,C,3,0,0,0,1550.5919218554766,C,3,0,0,0,1551.3462856461651,C,3,0,0,0,1546.442921006685,C,3,0,0,0,1548.5174214310807,C,3,0,0,0,1544.9341934253066,C,3,0,0,0,1546.0657391113407,C,3,0,0,0,1545.6885572159958,C,3,0,0,0,1551.157694698493,C,3,0,0,0,1550.4033309078038,C,3,0,0,0,1547.3858757450466,C,3,0,0,0,1548.894603326425,C,3,0,0,0,1545.311375320651,C,3,0,0,0,1546.2543300590128,C,3,0,0,0,1548.706012378753,C,3,0,0,0,1548.3288304834084,C,3,0,0,0,1550.0261490124592,C,3,0,0,0,1547.0086938497022,C,3,0,0,0,1550.969103750821,C,3,0,0,0,1545.8771481636682,C,3,0,0,0,1547.9516485880636,C,3,0,0,0,1550.214739960132,C,3,0,0,0,1546.8201029020297,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40,382018006288833.40
35,3458015738559859269.64,12302504047022473.08,179681757393118257.28,1537.86,C,3,0,0,0,1543.094810600071,C,3,0,0,0,1542.8945298910057,C,3,0,0,0,1542.6942491819402,C,3,0,0,0,1540.6914420912865,C,3,0,0,0,1540.2908806731557,C,3,0,0,0,1538.4883542915668,C,3,0,0,0,1542.493968472875,C,3,0,0,0,1540.891722800352,C,3,0,0,0,1544.8973369816597,C,3,0,0,0,1544.0962141453979,C,3,0,0,0,1542.2936877638092,C,3,0,0,0,1541.292284218482,C,3,0,0,0,1539.6900385459594,C,3,0,0,0,1538.0877928734365,C,3,0,0,0,1543.8959334363324,C,3,0,0,0,1544.697056272594,C,3,0,0,0,1539.489757836894,C,3,0,0,0,1541.6928456366134,C,3,0,0,0,1537.8875121643705,C,3,0,0,0,1539.0891964187629,C,3,0,0,0,1538.6886350006323,C,3,0,0,0,1544.496775563529,C,3,0,0,0,1543.6956527272669,C,3,0,0,0,1540.4911613822208,C,3,0,0,0,1542.093407054744,C,3,0,0,0,1538.288073582502,C,3,0,0,0,1539.2894771278286,C,3,0,0,0,1541.8931263456786,C,3,0,0,0,1541.4925649275478,C,3,0,0,0,1543.2950913091358,C,3,0,0,0,1540.09059996409,C,3,0,0,0,1544.2964948544634,C,3,0,0,0,1538.8889157096978,C,3,0,0,0,1541.0920035094168,C,3,0,0,0,1543.4953720182014,C,3,0,0,0,1539.8903192550245,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50,404483360901170.50
36,3441248639654183388.63,13676341972325045.89,195075018373491565.48,1530.40,C,3,0,0,0,1535.9452412480487,C,3,0,0,0,1535.732885416525,C,3,0,0,0,1535.5205295850017,C,3,0,0,0,1533.3969712697672,C,3,0,0,0,1532.97225960672,C,3,0,0,0,1531.0610571230084,C,3,0,0,0,1535.308173753478,C,3,0,0,0,1533.6093271012905,C,3,0,0,0,1537.8564437317598,C,3,0,0,0,1537.007020405666,C,3,0,0,0,1535.0958179219547,C,3,0,0,0,1534.0340387643373,C,3,0,0,0,1532.3351921121496,C,3,0,0,0,1530.6363454599616,C,3,0,0,0,1536.7946645741422,C,3,0,0,0,1537.6440879002362,C,3,0,0,0,1532.122836280626,C,3,0,0,0,1534.4587504273843,C,3,0,0,0,1530.4239896284382,C,3,0,0,0,1531.698124617579,C,3,0,0,0,1531.2734129545322,C,3,0,0,0,1537.4317320687128,C,3,0,0,0,1536.5823087426188,C,3,0,0,0,1533.1846154382436,C,3,0,0,0,1534.8834620904313,C,3,0,0,0,1530.8487012914854,C,3,0,0,0,1531.9104804491026,C,3,0,0,0,1534.6711062589077,C,3,0,0,0,1534.2463945958607,C,3,0,0,0,1536.157597079572,C,3,0,0,0,1532.7599037751963,C,3,0,0,0,1537.2193762371892,C,3,0,0,0,1531.4857687860556,C,3,0,0,0,1533.8216829328137,C,3,0,0,0,1536.3699529110954,C,3,0,0,0,1532.5475479436732,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45,427590582788147.45
37,3423518474044938899.12,15158279391378162.80,211323246563682938.08,1522.51,C,3,0,0,0,1528.3763697200511,C,3,0,0,0,1528.1515505504783,C,3,0,0,0,1527.926731380905,C,3,0,0,0,1525.6785396851758,C,3,0,0,0,1525.2289013460295,C,3,0,0,0,1523.2055288198728,C,3,0,0,0,1527.7019122113322,C,3,0,0,0,1525.9033588547484,C,3,0,0,0,1530.3997422462078,C,3,0,0,0,1529.5004655679156,C,3,0,0,0,1527.4770930417592,C,3,0,0,0,1526.3529971938945,C,3,0,0,0,1524.5544438373101,C,3,0,0,0,1522.7558904807272,C,3,0,0,0,1529.275646398343,C,3,0,0,0,1530.1749230766347,C,3,0,0,0,1524.3296246677378,C,3,0,0,0,1526.8026355330405,C,3,0,0,0,1522.531071311154,C,3,0,0,0,1523.879986328592,C,3,0,0,0,1523.4303479894456,C,3,0,0,0,1529.950103907062,C,3,0,0,0,1529.0508272287698,C,3,0,0,0,1525.4537205156025,C,3,0,0,0,1527.2522738721862,C,3,0,0,0,1522.9807096503,C,3,0,0,0,1524.1048054981648,C,3,0,0,0,1527.0274547026133,C,3,0,0,0,1526.577816363467,C,3,0,0,0,1528.6011888896237,C,3,0,0,0,1525.0040821764567,C,3,0,0,0,1529.725284737489,C,3,0,0,0,1523.6551671590191,C,3,0,0,0,1526.1281780243214,C,3,0,0,0,1528.8260080591972,C,3,0,0,0,1524.7792630068839,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35,451339671949760.35
